"scientific_name","taxocode","a3_code","isscaap","english_name"
"Todarodes pacificus","3210505803","SQJ",57,"Japanese flying squid"
"Todarodes angolensis","3210505804","SQG",57,"Angolan flying squid"
"Todarodes spp","32105058XX","QSX",57,"Todarodes flying squids nei"
"Nototodarus sloanii","3210505901","TSQ",57,"Wellington flying squid"
"Nototodarus gouldi","3210505902","NDG",57,"Gould's flying squid"
"Nototodarus hawaiiensis","3210505903","NDH",57,"Hawaiian flying squid"
"Nototodarus spp","32105059XX","QND",57,"Nototodarus flying squids nei"
"Martialia hyadesi","3210506001","SQS",57,"Sevenstar flying squid"
"Ommastrephidae","32105XXXXX","OMZ",57,"Ommastrephidae squids nei"
"Loliginidae, Ommastrephidae","32105XXXXX036","SQU",57,"Various squids nei"
"Moroteuthis ingens","3210603301","OIJ",57,"Greater hooked squid"
"Moroteuthis knipovitchi","3210603302","UHK",57,"Smooth hooked squid"
"Moroteuthis lonnbergi","3210603303","UHN",57,"Japanese hooked squid"
"Moroteuthis robsoni","3210603304","UHR",57,"Rugose hooked squid"
"Moroteuthis robustus","3210603305","UHB",57,"Robust clubhook squid"
"Moroteuthis spp","32106033XX","UHX",57,"Hooked squids nei"
"Ancistroteuthis lichtensteini","3210605201","NHL",57,"Angel squid"
"Onychoteuthis banksi","3210605301","YHB",57,"Common clubhook squid"
"Onychoteuthis borealijaponica","3210605302","YHJ",57,"Boreal clubhook squid"
"Liocranchia reinhardti","3210700101","ICR",57,""
"Teuthowenia megalops","3210700201","TWM",57,"Atlantic cranch squid"
"Galiteuthis armata","3210701601","GTH",57,"Armed cranch squid"
"Mesonychoteuthis hamiltoni","3210705501","EKH",57,"Antarctic cranch squid"
"Argonauta argo","3210800101","GGQ",57,"Greater argonaut"
"Argonauta nodosa","3210800102","GFN",57,"Knobby argonaut"
"Argonauta spp","32108001XX","GAX",57,"Argonauts nei"
"Pareledone turqueti","3210900102","TWT",57,"Turquet's octopus"
"Pareledone spp","32109001XX","PRD",57,"Antarctic octopuses"
"Callistoctopus arakawai","3210900201","LLK",57,""
"Octopus tenuicirrus","3210900501","OKT",57,""
"Octopus tetricus","3210900502","OKE",57,"Gloomy octopus"
"Octopus tehuelchus","3210900503","OKH",57,"Tehuelche octopus"
"Octopus cyaneus","3210900504","OQC",57,"Big blue octopus"
"Octopus variabilis","3210900505","OKJ",57,"Whiparm octopus"
"Octopus macropus","3210900506","OCN",57,"White-spotted octopus"
"Octopus vulgaris","3210900507","OCC",57,"Common octopus"
"Octopus burryi","3210900508","OTY",57,"Brownstriped octopus"
"Octopus aegina","3210900509","OUJ",57,"Sandbird octopus"
"Octopus briareus","3210900510","OTQ",57,"Caribbean reef octopus"
"Octopus conispadiceus","3210900511","OCQ",57,"Chestnut octopus"
"Octopus defilippi","3210900512","OQD",57,"Lilliput longarm octopus"
"Octopus dolfleini","3210900513","OQF",57,"North Pacific giant octopus"
"Octopus dollfusi","3210900514","OQU",57,"Marbled octopus"
"Octopus globosus","3210900515","OQL",57,"Globe octopus"
"Octopus hummelincki","3210900516","OQH",57,"Bumblebee octopus"
"Octopus joubini","3210900517","OQJ",57,"Pygmy octopus"
"Octopus lobensis","3210900518","OQB",57,"Lobed octopus"
"Octopus maya","3210900519","OQY",57,"Mexican four-eyed octopus"
"Octopus membranaceus","3210900520","OQR",57,"Webfoot octopus"
"Octopus minor","3210900521","OQI",57,""
"Octopus oliveri","3210900522","OQV",57,""
"Octopus salutii","3210900523","OQT",57,"Spider octopus"
"Octopus selene","3210900524","OQN",57,"Moon octopus"
"Octopus zonatus","3210900525","OKZ",57,"Atlantic banded octopus"
"Octopus neglectus","3210900526","OCW",57,""
"Octopus fangsiao","3210900527","OFY",57,""
"Octopus spp","32109005XX","OCZ",57,"Octopuses nei"
"Eledone cirrosa","3210902401","EOI",57,"Horned octopus"
"Eledone moschata","3210902402","EDT",57,"Musky octopus"
"Eledone massyae","3210902403","EDY",57,"Combed octopus"
"Eledone spp","32109024XX","OCM",57,"Horned and musky octopuses"
"Bathypolypus arcticus","3210903701","YYA",57,"North Atlantic octopus"
"Bathypolypus sponsalis","3210903702","YYS",57,"Globose octopus"
"Tetracheledone spinicirrhus","3210904401","TLQ",57,"Spiney-horn octopus"
"Benthoctopus januari","3210904601","BTQ",57,"January octopus"
"Danoctopus schmidti","3210905301","DTS",57,"Dana octopus"
"Euaxoctopus pillsburyae","3210905901","EXL",57,"Map octopus"
"Scaeurgus unicirrhus","3210906001","UGU",57,"Unihorn octopus"
"Cistopus indicus","3210906101","KTI",57,"Old woman octopus"
"Pteroctopus tetracirrhus","3210906201","OCJ",57,"Fourhorn octopus"
"Adelieledone polymorpha","3210906301","TWP",57,"Antarctic knobbed octopus"
"Thaumeledone gunteri","3210906401","TVG",57,""
"Enteroctopus zealandicus","3210906501","EZE",57,"Yellow octopus"
"Graneledone spp","32109066XX","DWO",57,""
"Pinnoctopus cordiformis","3210906701","OGV",57,""
"Octopodidae","32109XXXXX","OCT",57,"Octopuses, etc. nei"
"Chiroteuthis picteti","3211000101","KTP",57,""
"Chiroteuthis veranyi","3211000102","KTV",57,"Long-armed squid"
"Histioteuthis bonnellii","3211101501","HQB",57,"Umbrella squid"
"Histioteuthis corona","3211101502","HQC",57,""
"Histioteuthis dofleini","3211101503","HQL",57,"Flowervase jewell squid"
"Histioteuthis elongata","3211101504","HQG",57,"Elongate jewell squid"
"Histioteuthis reversa","3211101505","HQS",57,"Reverse jewell squid"
"Pholidoteuthis adami","3211201001","FTD",57,"Scaled squid"
"Pholidoteuthis boschmai","3211201002","FTB",57,"Coffeebean scaled squid"
"Abraliopsis pfefferi","3211300101","BJF",57,"Pfeffer's enope squid"
"Pyroteuthis margaritifera","3211300201","YRM",57,"Jewel enope squid"
"Abralia andamanika","3211302001","BLK",57,""
"Abralia veranyi","3211302002","BLJ",57,"Verany's enope squid"
"Ancistrocheirus lesueuri","3211304301","NKL",57,"Sharpear enope squid"
"Pterygioteuthis giardi","3211304402","TID",57,"Roundear enope squid"
"Watasenia scintillans","3211304501","WTS",57,"Sparkling enope squid"
"Berryteuthis anonychus","3211400101","YTH",57,"Smallfin gonate squid"
"Berryteuthis magister","3211400102","YTT",57,"Schoolmaster gonate squid"
"Berryteuthis spp","32114001XX","YTW",57,"Berryteuthis gonate squids nei"
"Gonatopsis borealis","3211401001","GTE",57,"Boreopacific gonate squid"
"Gonatopsis makko","3211401002","GTK",57,"Mako gonate squid"
"Gonatus fabricii","3211401101","GTI",57,"Boreoatlantic gonate squid"
"Gonatus madokai","3211401102","GTJ",57,"Madokai gonate squid"
"Gonatus kamtschaticus","3211401103","GTD",57,"Shortarm gonate squid"
"Gonatus onyx","3211401104","GTY",57,""
"Gonatus steenstrupi","3211401105","GTP",57,"Atlantic gonate squid"
"Gonatidae","32114XXXXX","GDW",57,"Gonate squids nei"
"Bathyteuthis abyssicola","3211701001","YHA",57,"Deep-sea squid"
"Brachioteuthis picta","3211801001","BQP",57,"Ornate arm squid"
"Brachioteuthis riisei","3211801002","BQR",57,"Common arm squid"
"Brachioteuthis spp","32118010XX","BRC",57,"Arm squids nei"
"Octopoteuthis sicula","3212100101","OKS",57,"Ruppell's octopus squid"
"Taningia danae","3212101001","NID",57,"Dana octopus squid"
"Thysanoteuthis rhombus","3212400101","YUR",57,"Diamondback squid"
"Psychroteuthis glacialis","3212500101","PSG",57,"Glacial squid"
"Alluroteuthis antarcticus","3212601001","LHQ",57,"Antarctic neosquid"
"Opisthoteuthis depressa","3212700101","UHD",57,""
"Opisthoteuthis spp","32127001XX","QBX",57,"Umbrella octopus nei"
"Nautilus pompilius","3212800101","NUK",57,"Emperor nautilus"
"Nautilus macromphalus","3212800102","NUX",57,"Bellybutton nautilus"
"Spirula spirula","3212900101","RKS",57,"Ram's horn squid"
"Ctenopteryx sicula","3213000101","YXS",57,"Toothed-fin squid"
"Cycloteuthidae","32132XXXXX","CYC",57,"Disc-fin squids nei"
"Tremoctopus violaceus","3214000101","TUV",57,"Palmate octopus"
"Ocythoe tuberculata","3214100101","YHT",57,"Tuberculate octopus"
"Benthoctopus tegginmathae","3214201001","BUV",57,""
"Cephalopoda","321XXXXXXX","CEP",57,"Cephalopods nei"
"Mollusca","399XXXXXXX014","MOF",51,"Freshwater molluscs nei"
"Mollusca","399XXXXXXX016","MOL",58,"Marine molluscs nei"
"Ex Mollusca","399XXXXXXX021","MSH",81,"Marine shells nei"
"Eumetopias jubatus","4060100101","SSL",63,"Steller sea lion"
"Callorhinus ursinus","4060100201","SEN",63,"Northern fur seal"
"Zalophus californianus","4060100301","CSL",63,"California sea lion"
"Neophoca cinerea","4060100401","ASL",63,"Australian sea lion"
"Phocarctos hookeri","4060100501","NSL",63,"New Zealand sea lion"
"Arctocephalus australis","4060100601","SEF",63,"South American fur seal"
"Arctocephalus townsendi","4060100602","SGF",63,"Guadalupe fur seal"
"Arctocephalus pusillus","4060100603","SEK",63,"South African fur seal"
"Arctocephalus philippii","4060100604","SJF",63,"Juan Fernandez fur seal"
"Arctocephalus galapagoensis","4060100605","SGA",63,"Galapagos fur seal"
"Arctocephalus gazella","4060100606","SEA",63,"Antarctic fur seal"
"Arctocephalus forsteri","4060100607","SNZ",63,"New Zealand fur seal"
"Arctocephalus tropicalis","4060100608","SSF",63,"Subantarctic fur seal"
"Arctocephalus spp","40601006XX","SXQ",63,"Fur seals nei"
"Otaria flavescens","4060101601","SEL",63,"South American sea lion"
"Odobenus rosmarus","4060200401","WAL",63,"Walrus"
"Monachus monachus","4060300101","SMM",63,"Mediterranean monk seal"
"Monachus tropicalis","4060300102","SKC",63,"Caribbean monk seal"
"Monachus schauinslandi","4060300103","SMH",63,"Hawaiian monk seal"
"Mirounga angustirostris","4060300201","SNP",63,"Northern elephant seal"
"Mirounga leonina","4060300202","SES",63,"Southern elephant seal"
"Ommatophoca rossii","4060300301","SRS",63,"Ross seal"
"Hydrurga leptonyx","4060300401","SLP",63,"Leopard seal"
"Phoca groenlandica","4060300501","SEH",63,"Harp seal"
"Phoca vitulina","4060300502","SEC",63,"Harbour seal"
"Phoca hispida","4060300503","SER",63,"Ringed seal"
"Phoca fasciata","4060300504","SLR",63,"Ribbon seal"
"Phoca caspica","4060300505","SAC",63,"Caspian seal"
"Phoca sibirica","4060300506","SBK",63,"Baikal seal"
"Phoca largha","4060300507","SST",63,"Larga seal"
"Leptonychotes weddellii","4060300601","SLW",63,"Weddell seal"
"Erignathus barbatus","4060300801","SEB",63,"Bearded seal"
"Cystophora cristata","4060301001","SEZ",63,"Hooded seal"
"Halichoerus grypus","4060301101","SEG",63,"Grey seal"
"Lobodon carcinophagus","4060301501","SET",63,"Crabeater seal"
"Otariidae, Phocidae","406XXXXXXX063","SXX",63,"Seals nei"
"Enhydra lutris","4070100101","OTS",64,"Sea otter"
"Lutra felina","4070100201","OTM",64,"Marine otter"
"Ursus maritimus","4070200101","BPL",64,"Polar bear"
"Dugong dugon","4140100101","DUG",64,"Dugong"
"Trichechus manatus","4140200301","WIM",64,"West Indian manatee"
"Trichechus inunguis","4140200302","SEW",64,"Amazonian manatee"
"Trichechus senegalensis","4140200303","WAM",64,"West African manatee"
"Platanista gangetica","4220100101","GNS",62,"Ganges River dolphin"
"Platanista minor","4220100102","BHU",62,"Indus River dolphin"
"Ziphius cavirostris","4220200101","BCW",62,"Cuvier's beaked whale"
"Tasmacetus shepherdi","4220200201","BSW",62,"Sherpherd's beaked whale"
"Mesoplodon densirostris","4220200301","BBW",62,"Blainville's beaked whale"
"Mesoplodon grayi","4220200302","BYW",62,"Gray's beaked whale"
"Mesoplodon ginkgodens","4220200303","TGW",62,"Ginkgo-toothed beaked whale"
"Mesoplodon hectori","4220200304","BHW",62,"Hector's beaked whale"
"Mesoplodon carlhubbsi","4220200305","BUW",62,"Hubbs' beaked whale"
"Mesoplodon peruvianus","4220200306","BPW",62,"Pigmy beaked whale"
"Mesoplodon bidens","4220200307","BWW",62,"Sowerby's beaked whale"
"Mesoplodon europaeus","4220200308","BGW",62,"Gervais' beaked whale"
"Mesoplodon mirus","4220200309","BTW",62,"True's beaked whale"
"Mesoplodon layardii","4220200310","TSW",62,"Strap-toothed whale"
"Mesoplodon bowdoini","4220200311","BDW",62,"Andrews' beaked whale"
"Mesoplodon stejnegeri","4220200313","BJW",62,"Stejneger's beaked whale"
"Mesoplodon spp","42202003XX","MEP",62,"Beaked whales nei"
"Hyperoodon ampullatus","4220200501","BOW",62,"Northern bottlenose whale"
"Hyperoodon planifrons","4220200502","SRW",62,"Southern bottlenose whale"
"Indopacetus pacificus","4220201001","BNW",62,"Longman's beaked whale"
"Berardius arnuxii","4220201901","BAW",62,"Arnoux's beaked whale"
"Berardius bairdii","4220201902","BEW",62,"Baird's beaked whale"
"Physeter macrocephalus","4220300101","SPW",62,"Sperm whale"
"Orcaella brevirostris","4220400101","IRD",62,"Irrawaddy dolphin"
"Orcaella heinsohni","4220400102","IDB",62,"Australian snubfin dolphin"
"Pseudorca crassidens","4220400301","FAW",62,"False killer whale"
"Globicephala melas","4220400402","PIW",62,"Long-finned pilot whale"
"Globicephala macrorhynchus","4220400403","SHW",62,"Short-finned pilot whale"
"Globicephala spp","42204004XX","GLO",62,"Pilot whales nei"
"Feresa attenuata","4220400503","KPW",62,"Pygmy killer whale"
"Delphinus delphis","4220400601","DCO",62,"Common dolphin"
"Delphinus capensis","4220400602","DCZ",62,"Long-beaked common dolphin"
"Grampus griseus","4220401201","DRR",62,"Risso's dolphin"
"Peponocephala electra","4220401301","MEW",62,"Melon-headed whale"
"Sotalia fluviatilis","4220401401","TUC",62,"Tucuxi"
"Sotalia guianensis","4220401402","TZG",62,"Guyana dolphin"
"Sousa teuszii","4220401501","DHA",62,"Atlantic hump-backed dolphin"
"Sousa chinensis","4220401502","DHI",62,"Indo-Pac. hump-backed dolphin"
"Steno bredanensis","4220401601","RTD",62,"Rough-toothed dolphin"
"Orcinus orca","4220402201","KIW",62,"Killer whale"
"Lissodelphis borealis","4220402601","RNW",62,"Northern right whale dolphin"
"Lissodelphis peronii","4220402602","RSW",62,"Southern right whale dolphin"
"Cephalorhynchus commersonii","4220402701","CMD",62,"Commerson's dolphin"
"Cephalorhynchus heavisidii","4220402702","HVD",62,"Heaviside's dolphin"
"Cephalorhynchus hectori","4220402703","HCD",62,"Hector's dolphin"
"Cephalorhynchus eutropia","4220402704","CHD",62,"Black dolphin"
"Lagenorhynchus obliquidens","4220402801","DWP",62,"Pacific white-sided dolphin"
"Lagenorhynchus obscurus","4220402802","DDU",62,"Dusky dolphin"
"Lagenorhynchus albirostris","4220402803","BWD",62,"White-beaked dolphin"
"Lagenorhynchus acutus","4220402804","DWH",62,"Atlantic white-sided dolphin"
"Lagenorhynchus cruciger","4220402805","HRD",62,"Hourglass dolphin"
"Lagenorhynchus australis","4220402806","PLD",62,"Peale's dolphin"
"Tursiops truncatus","4220402901","DBO",62,"Bottlenose dolphin"
"Tursiops aduncus","4220402902","DBZ",62,"Indo-Pacif. bottlenose dolphin"
"Lagenodelphis hosei","4220403101","FRD",62,"Fraser's dolphin"
"Stenella attenuata","4220403201","DPN",62,"Pantropical spotted dolphin"
"Stenella longirostris","4220403202","DSI",62,"Spinner dolphin"
"Stenella coeruleoalba","4220403203","DST",62,"Striped dolphin"
"Stenella frontalis","4220403204","DSA",62,"Atlantic spotted dolphin"
"Stenella clymene","4220403205","DCL",62,"Clymene dolphin"
"Stenella spp","42204032XX","DSP",62,"Spotted dolphins nei"
"Delphinidae","42204XXXXX","DLP",62,"Dolphins nei"
"Phocoena phocoena","4220500201","PHR",62,"Harbour porpoise"
"Phocoena spinipinnis","4220500202","BRP",62,"Burmeister's porpoise"
"Phocoena sinus","4220500203","VAQ",62,"Vaquita"
"Phocaena dioptrica","4220500204","SPP",62,"Spectacled porpoise"
"Neophocaena phocaenoides","4220500301","PFI",62,"Finless porpoise"
"Phocoenoides dalli","4220503301","PDA",62,"Dall's porpoise"
"Delphinapterus leucas","4220601401","BEL",62,"White whale"
"Monodon monoceros","4220601801","NAR",62,"Narwhal"
"Kogia breviceps","4220700101","PYW",62,"Pygmy sperm whale"
"Kogia sima","4220700102","DWW",62,"Dwarf sperm whale"
"Inia geoffrensis","4220800101","BOT",62,"Boto"
"Lipotes vexillifer","4220900101","BJI",62,"Baiji"
"Pontoporia blainvillei","4220900201","FRA",62,"Franciscana"
"Odontoceti","422XXXXXXX","ODN",62,"Toothed whales nei"
"Balaenoptera acutorostrata","4230200101","MIW",61,"Minke whale"
"Balaenoptera edeni","4230200102","BRW",61,"Bryde's whale"
"Balaenoptera borealis","4230200103","SIW",61,"Sei whale"
"Balaenoptera musculus","4230200104","BLW",61,"Blue whale"
"Balaenoptera physalus","4230200106","FIW",61,"Fin whale"
"Balaenoptera bonaerensis","4230200107","BFW",61,"Antarctic minke whale"
"Megaptera novaeangliae","4230200301","HUW",61,"Humpback whale"
"Balaenopteridae","42302XXXXX","BAE",61,"Balaenoptid whales nei"
"Eubalaena glacialis","4230300101","EUG",61,"Northern right whale"
"Eubalaena australis","4230300102","EUA",61,"Southern right whale"
"Eubalaena japonica","4230300103","EZJ",61,"North Pacific right whale"
"Balaena mysticetus","4230300201","BMY",61,"Bowhead whale"
"Eschrichtius robustus","4230400101","GRW",61,"Gray whale"
"Caperea marginata","4230500101","CPM",61,"Pygmy right whale"
"Mysticeti","423XXXXXXX","MYS",61,"Baleen whales nei"
"Mammalia","499XXXXXXX037","MAM",64,"Aquatic mammals nei"
"Rana fuscigula","5120100101","FOU",71,""
"Rana vertebralis","5120100102","FOV",71,""
"Rana blythii","5120100103","FOY",71,""
"Rana hexadactyla","5120100104","FRH",71,"Indian green frog"
"Rana magna","5120100105","FRM",71,""
"Rana cancrivora","5120100106","FRK",71,"Crab-eating frog"
"Rana tigrina","5120100107","FRT",71,"Asiatic bull frog"
"Rana crassa","5120100108","FOS",71,""
"Rana cyanophlyctis","5120100109","FOP",71,"Indian skipper frog"
"Rana limnocharis","5120100110","FOI",71,"Indian rice frog"
"Rana dalmatina","5120100111","FGM",71,"Agile frog"
"Rana esculenta","5120100112","FGK",71,"European frog"
"Rana lessonae","5120100113","FGL",71,""
"Rana ridibunda","5120100114","FGI",71,"European green frog"
"Rana temporaria","5120100115","FGT",71,"Common frog"
"Rana graeca","5120100116","FGC",71,"Greek frog"
"Rana latastei","5120100117","FOE",71,""
"Rana aurora","5120100118","RLG",71,"Red-legged frog"
"Rana catesbeiana","5120100119","FOK",71,"American bull frog"
"Rana grylio","5120100120","FGY",71,"Pig frog"
"Rana pipiens","5120100121","FGP",71,"Northern leopard frog"
"Rana heckscheri","5120100122","FRQ",71,"River frog"
"Rana spp","51201001XX","FRG",71,"Frogs"
"Conraua goliath","5120100201","KUO",71,""
"Pyxicephalus adspersus","5120100301","YXD",71,"African bull frog"
"Xenopus muelleri","5120200101","XUM",71,""
"Xenopus laevis","5120200102","XUL",71,"African clawed frog"
"Leptodactylus ocellatus","5120300101","YUC",71,""
"Leptodactylus pentadactylus","5120300102","YUE",71,""
"Caudiverbera caudiverbera","5120300201","CVC",71,"Chilean frog"
"Telmatobius culeus","5120300301","FQC",71,""
"Glyphoglossus molossus","5120400101","GFO",71,""
"Andrias davidianus","5150100101","AWD",71,"Chinese giant salamander"
"Dermochelys coriacea","5310100101","DKK",72,"Leatherback turtle"
"Trachemys scripta","5310600101","AYK",72,"Common slider"
"Malaclemys terrapin","5310602101","AYW",72,"Diamondback terrapins"
"Malaclemys spp","53106021XX","TTG",72,"Diamond back terrapins"
"Lepidochelys kempii","5310700101","LKY",72,"Kemp's ridley turtle"
"Lepidochelys olivacea","5310700102","LKV",72,"Olive ridley turtle"
"Natator depressus","5310700201","FBT",72,"Flatback turtle"
"Chelonia agassizii","5310700501","KEZ",72,"Eastern Pacific green turtle"
